"","T","MMM","ABT","ADBE","AES","AFL","A","APD","ALL","GOOG","MO","AMZN","AEE","AEP","AXP","AIG","AMP","ABC","AMGN","ADI","ANTM","AON","APA","AAPL","AMAT","ADM","ADSK","ADP","AZO","AVY","BLL","BAC","BK","BAX","BDX","BBY","BIIB","BA","BXP","BSX","CPB","COF","CAH","CCL","CAT","CBRE","CNP","SCHW","CVX","CI","CINF","CTAS","CSCO","C","CTXS","CLX","CME","CMS","KO","CTSH","CL","CMCSA","CMA","CAG","STZ","COST","CSX","CMI","CVS","DHI","DE","DVN","DOV","DTE","DUK","EMN","EBAY","ECL","EIX","EA","EMR","ETR","EOG","EQR","EL","EXC","XOM","FDX","FIS","FISV","F","GPS","GD","GIS","GPC","GILD","GL","GS","GWW","HAL","HIG","HAS","HSY","HES","HD","HON","HPQ","ITW","INTC","IBM","IP","IPG","IFF","INTU","JNJ","JPM","JNPR","KEY","KMB","KIM","KR","LB","LH","LEN","LLY","LNC","LIN","LMT","LOW","LUMN","MTB","MRO","MMC","MAS","MCD","MDT","MRK","MU","MSFT","TAP","NTAP","NWL","NEM","NEE","NKE","NSC","NOC","NLOK","NOV","NUE","NVDA","OXY","ORCL","PCAR","PH","PEP","PKI","PFE","PNC","PPG","PFG","PG","PGR","PLD","PRU","PEG","PSA","PHM","DGX","RF","RHI","SLB","SEE","SHW","SPG","SNA","SO","LUV","SWK","SYK","SYY","TGT","TXT","TMO","TJX","TRV","TFC","UNP","UNH","UPS","VRSN","VZ","VFC","VTRS","VMC","WMT","WBA","DIS","WFC","WMB","XEL","XLNX","YUM","ZBH","ZION","ED","GLW","DHR","DRI","D","ETN","ES","FITB","FE","BEN","FCX","GE","HUM","HBAN","K","KLAC","LEG","L","MAR","MKC","MCK","MET","MCO","MS","MSI","NI","NTRS","OMC","PAYX","PPL","QCOM","RTX","ROK","SPGI","SRE","SBUX","STT","TROW","TPR","TXN","TSN","USB","VLO","VIAC","VNO","WM","WAT","WY","WHR"
"2009-06-26",12.332387,42.50983,17.062712,28,8.286662,11.74831,13.339669,44.349316,18.436462,211.865875,8.335268,83.879997,15.106641,17.599554,19.671305,20.189119,17.977232,15.091854,41.172043,18.209839,43.497761,32.075409,60.302765,4.367906,8.656339,19.379772,19.75,22.418724,149.850006,19.037258,9.67452,10.986678,22.872803,22.611401,57.397266,23.860567,50.07,32.041813,32.027409,10.35,20.390263,18.521248,16.121338,18.89212,24.630846,9.37,6.610502,15.283317,40.554272,24.216265,14.037849,19.093285,13.943625,26.270634,24.497753,39.348663,39.986794,7.920299,16.453524,12.626668,26.911688,5.640611,16.104181,10.433133,11.299864,34.369663,3.192126,26.328821,24.585184,8.371453,32.300758,43.90641,17.129738,17.115995,24.691368,13.691231,7.031439,33.553665,20.956055,20.796839,22.935095,44.66909,29.51379,12.85439,14.279971,30.663101,43.664791,49.954994,16.916956,11.5,3.802874,11.762236,41.384949,18.428759,22.63228,19.376364,14.574592,122.696915,65.960358,17.309952,9.403265,17.217033,26.877695,45.767689,17.61265,22.984652,12.62703,28.033634,11.282437,71.52449,9.04712,3.682441,25.236811,25.711517,39.39222,25.550606,19.120354,3.854295,33.005165,5.682183,8.991025,5.787788,67.029999,8.384576,23.411774,13.050099,55.891705,54.483723,15.429744,11.613321,34.869839,13.815024,15.271502,6.742259,39.879044,26.849266,16.791109,5.1,17.887846,32.249088,15.909399,7.341968,34.086189,9.18417,8.935405,29.318392,31.345264,6.278715,25.231255,30.974674,2.657875,41.211163,18.087233,21.563536,34.185307,38.098545,15.615024,9.110709,29.500288,17.228716,12.972068,35.622314,9.683626,12.245716,24.187557,19.962524,43.172913,7.806746,44.502876,3.061101,18.196964,40.149952,14.227694,15.542432,30.048769,22.576584,17.856987,6.074188,26.180145,34.851185,15.775209,28.7495,9.329254,40.168507,5.842409,30.401081,15.774302,20.647951,20.722898,34.640858,16.252752,16.20656,9.772882,13.325311,39.578709,36.305954,22.152851,20.175558,17.437025,6.898828,11.748275,15.558321,18.795197,39.650864,10.325077,22.372255,12.4494,15.408909,19.53034,20.284117,8.81433,14.925629,5.112523,22.007439,16.087755,19.390823,8.12312,29.037104,3.106964,31.252447,14.593598,9.390483,25.225264,17.915205,12.615967,40.193226,18.354902,22.061953,21.666813,22.069736,2.82996,39.896473,22.595125,16.552134,16.830393,33.787167,24.197159,24.457806,23.180454,34.229218,6.022543,38.319149,29.421417,19.437485,15.744397,10.713608,13.496047,10.168653,6.706354,20.19754,19.774645,50.98,20.878448,30.953232
"2009-06-29",12.531135,43.011971,17.203011,28.620001,8.736446,11.759391,13.372399,44.917919,18.772224,211.278076,8.345385,83.029999,15.359136,17.864071,19.870001,18.391459,18.172882,15.008788,41.413776,18.136347,43.590958,32.682228,60.561611,4.353492,8.767425,19.786386,19.540001,22.806488,151.75,19.269697,10.206853,11.365829,23.14546,22.914331,58.020264,24.17322,47.32,32.630947,31.781626,10.42,20.500742,18.892683,16.165852,19.443607,24.759132,9.44,6.718087,15.36054,41.126156,23.803988,14.171003,19.101618,14.002614,26.183926,24.574453,39.785004,40.083794,8.065748,16.508223,12.901775,26.904182,5.696146,16.33823,10.487077,11.493099,34.214161,3.065147,27.226568,25.188843,8.319137,32.586811,43.969799,17.39941,17.356998,24.982672,14.196285,7.035492,33.927166,21.344498,20.707283,23.059855,45.721066,29.251694,12.779352,14.436604,30.530052,44.632328,50.153343,16.967798,11.4375,3.918113,12.135753,42.534122,18.615444,22.967928,19.315199,14.779698,124.887665,65.984268,17.343081,9.585466,17.217033,26.907562,45.902596,17.806604,23.281271,13.086987,28.385456,11.344767,71.626007,9.345236,3.624677,25.60301,25.638958,39.64278,25.661852,19.965273,3.94324,33.553673,5.630888,8.930765,5.97082,67.25,8.868649,23.245876,13.776001,56.000099,55.203693,15.630442,11.753904,36.430649,13.950743,15.354172,6.835405,40.039955,26.711067,17.319715,5.11,18.27854,32.16589,16.221033,7.420531,33.949844,9.33484,9.095342,28.592726,31.809032,6.184002,25.368469,31.043274,2.657875,42.384037,18.308632,22.418148,34.393261,38.196049,15.872066,9.152695,29.635057,17.343395,13.026371,35.952721,9.857354,12.405354,24.865459,20.290794,43.106136,7.993896,45.219765,3.154097,18.314621,40.511063,14.683042,15.447641,29.759384,22.499475,17.8346,6.176042,26.272377,34.228359,15.589859,28.807627,9.591368,40.082245,5.848002,30.497759,15.649055,20.40777,21.015711,34.960461,15.887616,16.400053,9.764101,13.15651,38.564556,36.403011,22.219757,20.373611,17.919153,7.061365,11.903197,15.673913,18.846109,39.54966,10.620076,22.668215,12.373347,15.411359,20.482296,20.575706,8.900166,15.114564,5.200797,22.080065,16.134771,19.306433,8.130034,28.744078,3.085585,31.502558,14.58772,9.737345,25.475937,18.210917,12.69736,40.013256,18.484039,22.460611,22.030186,22.036402,2.879349,40.656754,22.673328,16.493649,17.133133,33.714031,24.629005,24.917391,23.564184,34.923561,6.068138,38.461891,29.414391,19.192083,15.634294,10.65524,13.623363,10.261209,6.848638,20.147678,19.956583,51.52,21.183041,31.93947
"2009-06-30",12.342325,43.1124,16.922403,28.299999,8.850796,11.478786,13.293852,44.246578,18.619604,210.007843,8.289746,83.660004,15.32835,17.771793,19.386185,16.040674,18.263189,14.734696,41.281219,18.209839,43.116486,32.829609,60.244286,4.367598,8.735682,19.43786,18.98,22.903419,151.110001,19.254707,10.186554,11.37445,22.833849,22.918657,57.696609,23.796616,45.150002,32.516171,32.566769,10.14,20.314318,18.470592,15.998271,19.205126,23.547544,9.36,6.622456,15.051619,40.73875,23.646929,14.171003,19.02664,13.751906,25.750422,24.4594,39.292355,39.189449,7.986413,16.405666,12.664613,26.529167,5.735811,15.968273,10.282082,11.667935,33.903126,3.053684,26.562693,24.985004,8.162169,30.885956,43.185333,17.160851,17.137423,24.999813,13.870563,6.94228,33.86636,21.069916,21.612793,22.456854,45.306114,29.671064,12.831302,14.214705,30.971548,44.20863,50.144318,16.916956,11.4275,4.114697,12.011249,41.610119,18.675447,22.98848,19.099098,14.610093,123.282166,65.235344,17.144306,9.403265,17.055202,26.88516,45.320793,17.627563,22.716961,12.976196,27.951283,11.46251,70.6717,9.805371,3.646337,25.493925,25.566401,39.531403,25.298433,19.939924,3.883944,33.055599,5.727778,8.858451,5.921352,67.790001,8.850383,22.98708,13.880847,55.032173,54.268402,15.582278,11.358038,36.132668,14.10049,15.128708,6.864062,40.221863,26.787846,17.388132,5.06,18.209595,32.014641,16.171824,7.434814,32.778873,9.211712,9.100614,28.181273,31.154299,6.148486,24.895861,30.480732,2.593553,42.178947,18.240511,22.17201,34.361263,38.279629,15.97304,8.996749,29.058537,17.359222,12.788786,35.174904,9.722233,12.511781,24.496908,20.210278,43.720421,7.86913,45.453346,3.130847,18.526398,39.877289,14.738964,15.439022,29.765181,22.160213,17.442749,6.231598,26.011044,33.904175,15.596799,28.676842,9.377793,39.075882,5.864779,30.520071,15.29418,20.167582,20.898588,34.731182,15.726279,16.070591,9.723695,12.957922,38.34214,36.164104,21.855505,20.089447,17.72192,7.047821,11.883832,15.766379,18.857414,39.190865,10.030077,22.60177,12.213637,15.158473,19.997221,20.302336,8.703124,15.053835,5.222864,21.649862,16.123585,19.222046,8.10238,29.540745,2.978695,31.482302,14.846431,9.604905,25.438793,18.12878,12.608212,39.590378,18.453293,22.350346,21.583538,22.103077,2.879349,40.408348,22.45293,16.376673,16.912495,33.063007,24.38961,24.603334,23.579845,34.119221,5.757269,37.430958,29.280886,19.401396,15.634294,10.513507,13.421148,10.421635,6.564069,20.410564,19.704676,51.470001,21.065361,31.092047
"2009-07-01",12.456605,43.571503,16.778503,28.66,8.965146,11.545246,13.496758,44.28083,19.130878,208.712692,8.436424,81.599998,15.636265,17.882521,19.18598,12.500663,18.519037,15.149985,41.140842,18.26862,43.42152,32.864292,59.359226,4.379865,8.830898,20.004225,18.66,22.845253,152.759995,19.637093,10.793326,11.245193,22.350843,22.823448,57.203072,24.159006,46.77,32.309605,32.819389,10.11,20.836617,18.462154,16.050642,19.577747,23.654449,8.93,6.694177,14.785595,40.904804,24.118103,14.323174,19.209908,13.86251,25.750422,24.743193,39.827251,38.830463,8.158304,16.812473,12.906518,27.054203,5.739779,16.157024,10.363001,12.523708,33.910522,3.053684,27.120949,24.890934,8.144731,31.210665,43.644924,17.326811,17.415901,25.411049,13.819328,6.800436,33.840294,21.337805,21.831711,22.789547,45.691856,29.286638,12.889021,14.575838,31.183226,44.619659,50.649185,17.247494,11.5875,4.006238,11.747588,41.827972,19.395527,22.872032,19.095018,14.570494,123.181885,65.283157,17.144306,9.48248,17.329603,27.512484,44.781178,17.687248,23.049759,12.986264,28.071062,11.801887,70.955986,9.915544,3.667999,25.486132,25.775005,39.719318,25.083035,20.624302,3.824649,33.913033,5.848181,8.930765,6.079649,67.650002,8.786451,23.199421,13.96151,54.900532,54.261658,15.662559,11.446835,36.295853,14.180053,15.08362,6.720764,40.732578,26.649635,17.444099,5.18,18.41643,32.914642,16.229233,7.620505,33.829548,9.227913,9.213096,28.562799,31.433931,6.168218,24.651924,29.815277,2.605039,41.775173,18.513014,22.534367,34.281296,39.366161,16.092379,8.936772,28.684158,17.31176,12.897394,35.794407,9.760839,12.63332,24.483732,20.488998,44.408138,7.984982,45.776112,3.076601,18.495018,40.00256,15.282189,15.47924,29.718882,22.059978,17.644272,6.296414,25.903435,33.912693,15.680055,28.110132,9.73698,38.711666,5.82936,30.587,15.092391,20.434881,21.049175,35.328671,15.717788,16.117649,9.809776,12.709685,38.101955,36.111851,21.810905,20.19278,17.634262,6.943976,12.122675,15.851154,19.807631,38.519279,9.847867,22.831301,11.848598,15.018523,20.658138,20.794409,8.833838,15.505923,5.267003,21.973923,16.154926,19.398495,8.143861,29.778818,2.957316,32.144787,15.175691,9.453547,25.457361,17.397713,12.983062,39.617382,18.29957,22.833824,21.469975,21.536331,2.99788,40.25779,22.950615,16.630119,17.287067,33.033745,24.539825,24.909729,23.987076,34.222343,5.802863,37.549915,29.02791,19.516888,15.854498,10.763631,13.166506,10.74866,6.58304,20.628139,19.613707,51.299999,21.300728,32.721153
"2009-07-02",12.218108,43.220016,16.649004,27.639999,8.606846,10.865897,12.907671,42.725784,18.35252,203.4823,8.244226,79.32,14.921888,17.396553,18.577032,12.618196,17.563356,14.801146,40.134945,18.151043,42.150642,31.693975,57.614113,4.293695,8.830898,19.270855,18.110001,22.089125,150,18.669857,10.617386,10.891895,21.478317,23.000881,55.868076,22.888977,45,31.238476,30.66193,9.86,20.342167,17.550442,15.652644,18.89212,22.621031,8.52,6.538778,14.399437,39.613441,23.224842,13.872997,18.493494,13.641305,24.970104,23.899494,39.390892,37.971386,7.979802,16.709915,12.621924,27.031689,5.509711,15.741777,10.012352,12.192445,33.058853,2.929348,25.838467,24.357832,7.935441,29.788139,41.378693,16.709656,16.462629,24.674246,13.435047,6.622115,33.206223,20.50733,21.294373,22.034048,43.646301,28.05908,12.121337,14.110279,29.858728,43.31065,48.972294,16.95933,11.2725,3.992678,11.271533,40.28046,19.502211,22.645983,18.715805,13.48167,119.979431,63.825146,16.051043,8.864577,16.801908,27.243637,41.863777,17.015865,22.282883,12.707605,27.112906,11.580252,68.851112,9.617427,3.509148,24.660238,25.258049,38.960709,23.968895,19.897676,3.795,33.370827,5.3551,8.541074,5.723478,66.709999,8.366306,22.496014,12.993642,54.327526,53.508034,14.948076,10.969572,37.175587,13.571668,14.707837,6.520145,40.193878,26.304148,16.79734,4.96,17.903164,32.801201,15.548572,7.284833,32.289631,8.958979,8.974072,27.605219,30.308607,6.195841,23.508516,28.964598,2.503962,40.557434,17.916924,21.283216,33.273476,39.247749,15.422251,8.684861,27.620951,16.667219,12.008156,35.181774,9.316872,11.843315,22.996284,19.882008,42.40506,7.592865,44.380157,2.906109,16.745913,38.7276,15.002592,14.712309,27.965263,21.497101,17.358782,6.01863,24.934933,32.812138,15.125003,27.209229,9.057436,37.379417,5.555324,29.151722,14.389616,19.718206,20.003408,33.765461,15.327177,15.782961,9.403958,12.332367,38.324368,35.678841,21.335138,19.667509,16.859934,6.605355,11.819279,15.874268,19.372116,37.001331,9.596249,22.51721,11.513982,14.63797,20.045731,20.162613,8.387074,15.074071,5.061029,21.057632,15.61531,19.072441,7.922635,28.551779,2.850425,31.651299,15.022819,9.182367,24.185429,16.748785,12.807354,38.798561,17.241932,21.782042,20.432814,20.636209,2.899103,39.715801,22.16853,16.136229,16.332661,32.68264,23.582256,24.159075,23.008162,33.45924,5.550025,36.661724,27.756058,18.621876,15.634294,10.555195,12.762077,10.211846,6.251043,19.254742,19.172871,49.02,20.42848,31.793356
"2009-07-06",12.322449,43.521297,16.548277,27.16,8.477247,11.061575,12.796397,43.06831,18.848534,204.040207,8.406075,78.099998,15.008105,17.808704,19.619745,11.193896,17.856831,14.776231,40.587223,17.695433,42.362453,32.40485,56.36998,4.250457,8.926107,19.423338,18.17,22.147293,153.020004,19.029758,10.590316,10.469662,22.093758,22.888363,56.903736,22.881851,45.220001,31.031921,31.931828,9.8,20.683405,17.710829,15.788809,18.95919,22.592529,8.53,6.676247,14.605386,39.441273,23.038336,14.20905,18.535147,13.663424,24.189791,23.370272,39.982075,37.442345,8.012856,16.750938,12.5318,27.894257,5.540805,15.870131,10.39537,12.624929,33.843864,2.869387,25.808279,24.498953,7.647672,29.393848,40.641762,16.569635,17.255241,25.034082,13.164229,6.666696,33.310467,21.029728,21.055557,21.791456,44.108009,27.360117,12.450346,14.140735,29.62285,43.064045,50.522968,17.07798,11.22,3.897778,11.083736,40.513344,20.135622,22.645983,18.65464,14.059737,122.462799,65.163673,16.026203,8.856651,16.583797,27.751463,40.995312,17.068081,21.935614,12.667318,26.73114,11.455584,68.796982,9.559103,3.501928,25.174479,25.348745,39.406124,24.214008,20.007513,3.765349,33.57888,5.572972,8.67365,5.68885,67.360001,8.19277,22.277027,13.501773,54.513378,54.167465,15.148771,11.121264,37.970165,13.459349,14.700326,6.247875,40.571686,26.073807,17.344599,4.89,17.772934,33.126411,15.458366,7.263406,31.648022,9.025404,9.123465,27.784765,30.567768,6.128754,23.356064,28.340296,2.423559,39.544769,17.601839,21.064434,32.945545,39.791039,15.422251,8.738845,28.152555,17.011238,12.490109,35.911434,9.554941,12.26195,23.516233,19.943947,44.054245,7.414626,45.106369,2.975855,16.91847,37.916927,15.210297,15.43328,28.966496,21.2041,17.728245,6.111227,24.888815,33.255768,15.395596,27.318201,8.970064,38.069511,5.760386,29.702034,14.647066,19.648478,20.154001,34.140648,15.734771,15.877094,9.649912,12.173496,38.929298,35.634041,21.937273,19.882784,16.874542,6.578266,11.974202,15.458139,19.711483,37.047329,9.656985,22.668215,11.552004,14.603597,20.14275,20.344868,8.289527,15.182034,5.016892,21.275532,15.525749,17.622444,7.936462,28.33201,2.786291,32.320564,15.33445,9.112995,24.723911,16.321648,13.006491,39.15847,17.746151,22.426682,20.326834,20.436174,2.95837,40.762146,22.083212,16.292192,16.722633,33.063007,23.892054,23.944597,23.250935,33.981735,5.55417,36.947216,28.044149,18.174376,15.707697,10.630229,12.79952,10.273549,5.795732,19.839457,19.12389,49.619999,20.760767,30.938622
"2009-07-07",12.088919,42.151165,16.310841,26.34,8.309533,10.762516,12.429849,41.588631,18.1999,197.574448,8.269517,75.629997,14.558537,17.574947,18.877335,9.506864,16.983932,15.116764,40.727573,17.489672,43.387623,31.719984,55.434799,4.152024,8.672212,19.771868,17.690001,21.539814,150.740005,18.444918,10.416629,10.469662,21.509474,22.836432,56.159367,22.368126,44.490002,29.868984,30.21814,9.95,20.495378,17.280302,15.835933,18.579115,21.587622,7.95,6.538778,14.15058,38.555782,24.775778,13.720829,18.051987,13.449591,23.322771,23.209202,39.644253,35.528969,7.854187,16.627872,12.213999,27.421726,5.301632,15.968273,10.238926,12.082021,32.984814,2.755634,24.329647,24.05209,7.403504,27.816706,39.548256,16.102894,16.794664,24.537167,12.886083,6.447851,32.667713,20.433657,20.150049,21.230038,42.711189,26.464561,11.792329,13.701287,28.878956,42.090195,48.972294,16.560982,11.0275,3.748645,11.083736,39.108543,19.965599,22.344585,18.4263,13.600451,119.185036,64.00042,15.554111,8.547701,16.210896,27.348181,41.096481,16.710014,21.204906,12.368514,26.124798,11.254731,67.80883,9.066564,3.501928,24.64465,24.523438,39.134712,24.369987,19.416077,3.921004,33.320393,5.309231,8.565179,5.669063,67.75,7.790897,22.223936,12.896854,52.143898,52.485256,14.956097,11.184153,37.416798,13.211315,14.392192,5.932616,39.739105,25.605459,17.176689,4.7,17.259661,32.498672,14.835107,7.034862,31.575853,8.821274,9.000438,26.834673,29.48336,6.089289,22.525183,27.94924,2.317887,38.365482,17.18458,20.30555,31.977732,39.003998,15.064232,8.75084,28.077684,16.457645,12.008156,35.732471,9.271832,11.681265,22.5224,19.355541,42.318268,7.209656,45.082161,2.968106,16.259617,36.258778,14.866783,14.950718,27.52541,20.44846,17.397972,6.000112,24.043295,32.522068,15.034814,26.700647,8.523499,37.07272,5.644805,29.03273,14.500948,18.993786,21.057539,33.154064,15.22528,15.500564,9.446122,12.123849,36.47398,35.716164,21.454079,19.400568,17.042559,6.24416,11.72891,14.911022,19.513523,36.568947,9.561543,22.323935,10.928396,14.235312,19.493965,19.883167,7.991029,14.885147,5.009536,21.040874,15.015239,17.261868,7.611535,29.284342,2.672274,32.266468,14.958147,8.860732,24.092588,16.140934,12.725352,39.977291,16.811499,22.146767,19.796894,20.502853,2.891695,40.272846,21.706394,15.772298,16.317266,31.951141,23.202047,23.224569,22.60877,32.991756,5.375937,35.551487,26.772291,17.344337,15.24528,10.555195,12.672203,9.786096,5.501677,18.64283,18.816004,49.84,19.286261,30.492975
"2009-07-08",11.896875,42.337673,16.659794,26.469999,8.393391,10.633294,12.312028,42.581921,17.871765,200.4935,8.294804,77.360001,14.43537,17.427309,18.952414,9.057449,16.562534,14.892508,46.396534,17.239817,42.599682,31.910709,55.209343,4.207835,8.505589,19.270855,17.01,21.940495,155.330002,18.242479,10.416629,10.202534,21.462723,22.650349,55.560619,22.981739,44.860001,30.259176,29.999659,9.87,20.488417,17.364719,15.621226,18.266109,21.794308,8.35,6.455101,14.210649,38.60498,23.686195,13.689123,18.293564,13.368476,22.715862,23.600372,39.700558,33.241501,7.788075,16.583427,12.123877,27.504229,5.381355,15.515274,10.141822,11.842772,34.08086,2.772388,24.201391,24.420549,7.325022,27.708462,39.508633,15.921369,16.725052,24.485758,12.922684,6.49243,32.71114,20.199255,20.160002,21.361727,42.822239,26.984415,11.567222,13.562058,29.157156,41.90049,48.106804,16.467756,11.05,3.626626,11.23103,38.995861,19.777437,22.330879,18.316206,13.275781,115.848824,63.052357,15.504415,8.064465,16.302361,27.639448,40.472538,16.903969,21.327902,12.492736,26.094858,11.040023,68.14045,9.228582,3.400841,24.481018,24.541573,39.726288,24.295712,19.416077,3.765349,33.124939,5.06269,8.774084,5.609704,67.580002,7.507758,22.177483,12.138214,53.04213,52.75441,15.132713,10.969572,36.196533,13.117717,14.202319,5.957922,39.907017,25.354393,17.437885,4.72,17.282644,32.249088,15.081125,7.170563,30.436962,8.77105,9.05316,27.006735,29.742533,5.998522,22.555676,27.715994,2.322481,38.179611,17.516684,19.915848,32.201691,38.203007,14.724574,8.762837,27.216625,16.536728,11.818087,36.234966,9.246095,11.512461,21.903725,19.355541,42.344967,7.058155,45.243538,2.913859,16.134111,36.730434,15.050522,14.959337,27.531199,20.433044,17.308409,6.120486,24.389191,32.214928,15.069501,27.07118,8.436131,36.478485,5.797668,29.055042,14.332741,18.939558,20.639242,33.265228,15.233771,15.219023,9.656936,12.143707,37.185661,36.111851,22.123117,19.15085,16.735744,6.26222,11.683724,14.756905,19.915106,36.835728,9.500807,22.354136,10.814321,14.1813,19.775072,19.804195,7.994935,14.675967,4.840345,20.778284,14.836111,17.30022,7.404138,28.231279,2.422861,32.313778,14.775871,8.885955,23.832623,15.845228,12.795639,39.329441,16.540936,22.486063,19.304811,20.30282,2.87441,40.829891,21.407776,15.850282,16.245434,31.856068,23.319397,23.147974,23.360571,32.909271,5.404953,35.18668,26.210146,17.467033,14.988373,10.330084,12.425051,9.761415,5.482705,18.565781,18.599087,48.810001,19.161648,30.624487
"2009-07-09",11.81601,42.38789,16.523092,27.42,8.50774,10.688674,12.357848,43.225876,17.825983,204.428757,8.269517,78.099998,14.429211,17.587252,19.019138,6.554549,16.953833,14.817757,45.328243,17.658688,42.514957,31.928043,57.680882,4.181461,8.688079,19.62665,17.75,21.759539,155.270004,18.309958,10.233921,10.314556,21.478317,22.780174,55.139889,23.445503,45.43,30.067896,29.8358,9.66,20.328239,17.896551,15.553154,18.839951,21.844196,8.09,6.443148,14.253558,38.789463,23.627296,13.790571,18.101967,13.39797,23.322771,24.098919,39.672401,33.67606,7.807909,16.651802,12.081186,27.399214,5.337509,15.628525,10.141822,11.667935,33.695747,2.807661,24.555962,24.349993,7.577911,27.577026,40.293102,15.947305,16.730406,24.38295,13.10201,6.520798,32.294216,20.179161,20.707283,21.465698,42.915749,27.355745,11.284389,13.296646,29.296276,41.717113,48.620689,16.476233,11.07,3.816431,11.01009,38.71793,19.716953,22.303482,18.230581,13.548979,119.745262,62.391045,15.686627,8.523935,16.302361,27.542362,40.953144,16.918879,21.465364,12.522952,26.281998,11.095431,69.087997,9.403564,3.458606,24.325195,24.741102,39.454853,24.971619,19.559715,3.824649,32.872746,4.862017,8.609372,5.387093,67.379997,7.736096,21.898771,12.364191,53.777744,52.673653,15.212994,11.006569,36.331329,13.417232,14.301054,6.203758,39.718121,25.284861,16.79734,5.04,17.190716,32.256645,15.589575,7.420531,30.509148,8.824517,8.974072,27.103987,29.572031,6.053771,23.34844,28.429476,2.37302,39.115356,17.303789,20.230337,32.153713,38.084606,14.660317,8.570906,27.464407,16.651394,11.933486,36.076637,9.2847,11.330149,22.601379,19.343151,41.904285,7.33442,44.364014,2.975855,16.455704,37.010479,15.082474,14.982313,26.85984,20.695198,17.22444,6.01863,24.681282,31.899271,15.138884,27.892181,8.707949,36.545574,5.984089,29.040174,14.620091,19.24947,20.86512,33.362495,15.412092,15.213714,9.519911,12.322437,37.977406,35.895344,21.840633,19.400568,17.006031,6.456362,11.690179,14.995785,19.796324,36.578144,9.847867,22.203129,10.981632,14.262325,19.836182,19.931768,7.963721,14.514031,4.972755,21.772781,14.795809,17.910141,7.507838,28.57925,2.615265,31.996065,15.499086,8.980555,23.916185,16.198441,12.686313,39.275452,16.989824,22.604801,19.592491,20.236155,2.862062,41.688038,21.542862,15.733303,16.235172,31.497629,23.305319,23.515642,23.4937,32.881767,5.653647,35.813187,26.413929,17.221628,15.003053,10.205023,12.447517,9.773757,5.653447,18.330082,18.739037,48.560001,19.300104,31.113951
"2009-07-10",11.846332,42.890034,16.336023,27.58,8.522989,10.57791,12.410212,43.369728,17.612316,206.42627,8.330209,77.629997,14.386106,17.550343,19.369499,8.117133,16.660362,14.718085,45.078712,17.599901,42.201469,31.798006,56.820873,4.247697,8.727752,19.357994,17.790001,21.798319,153.919998,18.167496,10.276778,10.237002,21.236797,22.82778,54.800068,23.381296,44.75,30.335691,29.781174,9.63,20.084494,17.415367,15.359387,18.392797,21.758671,8.09,6.526825,14.133421,37.756378,23.538956,13.657421,18.002003,13.523327,22.455753,24.697172,39.623154,33.150814,7.847575,16.515062,12.527058,26.712927,5.285689,15.334082,10.082482,11.456295,33.303246,2.824414,24.246656,24.224556,7.412225,27.29871,40.055389,16.346634,16.526897,24.537167,13.05809,6.605906,32.407127,20.15237,20.866495,21.48649,42.494953,27.303322,11.117004,13.170465,29.235781,41.179611,49.477161,16.510126,11.1475,3.87744,11.017455,38.755478,19.612797,22.378834,18.120491,13.335172,118.624802,62.558346,15.678343,8.333813,16.316429,27.392996,40.050941,16.799522,21.725809,12.502809,26.776047,11.109283,68.241997,9.52022,3.465827,24.317404,24.904341,39.62188,24.020885,19.601955,3.795,32.752968,4.936552,8.701772,5.233743,66.260002,7.599093,22.111126,11.783107,53.607395,52.424683,15.132713,10.803087,36.43774,13.258119,14.164346,6.037457,39.914032,25.338945,16.449078,5.08,17.152409,31.659172,15.753585,7.334827,30.388847,8.796973,9.016252,27.4182,29.510649,6.152431,23.22648,28.264826,2.382209,38.93589,17.448555,20.1688,32.537632,38.105515,15.357987,8.516923,26.833719,16.584177,11.634807,35.945847,9.213924,11.215363,22.265717,19.194496,41.67728,7.254216,43.686214,3.022353,16.345892,37.224182,15.2742,14.999547,26.761456,20.957363,17.185253,6.101966,25.880373,31.967529,14.923811,27.46352,8.688535,36.785183,5.943077,29.002983,14.458893,19.512888,20.639242,33.744625,15.335669,15.203086,9.605988,12.08413,36.11813,35.514599,21.439211,19.297235,16.706532,6.447332,11.677267,14.934144,19.785019,36.09977,9.544188,22.124611,11.22499,14.340891,19.775072,19.713066,7.987133,14.426311,4.810921,21.80072,14.820439,17.890965,7.452532,27.800896,2.757787,31.93523,15.322687,8.999476,23.9069,16.075226,12.674596,38.89753,16.823797,22.316414,19.637905,20.169476,2.854654,40.882591,21.741945,15.759303,16.086367,31.7756,23.300623,23.852676,23.556355,32.689281,5.574894,34.623631,26.357706,17.005098,15.010386,10.33842,12.425051,9.607158,5.662932,18.502323,18.802011,48.939999,19.36241,31.866417
