"","T","MMM","ABT","ADBE","AES","AFL","A","APD","ALL","GOOG","MO","AMZN","AEE","AEP","AXP","AIG","AMP","ABC","AMGN","ADI","ANTM","AON","APA","AAPL","AMAT","ADM","ADSK","ADP","AZO","AVY","BLL","BAC","BK","BAX","BDX","BBY","BIIB","BA","BXP","BSX","CPB","COF","CAH","CCL","CAT","CBRE","CNP","SCHW","CVX","CI","CINF","CTAS","CSCO","C","CTXS","CLX","CME","CMS","KO","CTSH","CL","CMCSA","CMA","CAG","STZ","COST","CSX","CMI","CVS","DHI","DE","DVN","DOV","DTE","DUK","EMN","EBAY","ECL","EIX","EA","EMR","ETR","EOG","EQR","EL","EXC","XOM","FDX","FIS","FISV","F","GPS","GD","GIS","GPC","GILD","GL","GS","GWW","HAL","HIG","HAS","HSY","HES","HD","HON","HPQ","ITW","INTC","IBM","IP","IPG","IFF","INTU","JNJ","JPM","JNPR","KEY","KMB","KIM","KR","LB","LH","LEN","LLY","LNC","LIN","LMT","LOW","LUMN","MTB","MRO","MMC","MAS","MCD","MDT","MRK","MU","MSFT","TAP","NTAP","NWL","NEM","NEE","NKE","NSC","NOC","NLOK","NOV","NUE","NVDA","OXY","ORCL","PCAR","PH","PEP","PKI","PFE","PNC","PPG","PFG","PG","PGR","PLD","PRU","PEG","PSA","PHM","DGX","RF","RHI","SLB","SEE","SHW","SPG","SNA","SO","LUV","SWK","SYK","SYY","TGT","TXT","TMO","TJX","TRV","TFC","UNP","UNH","UPS","VRSN","VZ","VFC","VTRS","VMC","WMT","WBA","DIS","WFC","WMB","XEL","XLNX","YUM","ZBH","ZION","ED","GLW","DHR","DRI","D","ETN","ES","FITB","FE","BEN","FCX","GE","HUM","HBAN","K","KLAC","LEG","L","MAR","MKC","MCK","MET","MCO","MS","MSI","NI","NTRS","OMC","PAYX","PPL","QCOM","RTX","ROK","SPGI","SRE","SBUX","STT","TROW","TPR","TXN","TSN","USB","VLO","VIAC","VNO","WM","WAT","WY","WHR"
"2007-08-24",18.390038,60.634922,18.01244,40.41,14.583611,19.202801,23.040056,58.198387,40.14624,256.538422,9.567544,79.25,27.778631,26.600365,48.380306,910.226929,45.034405,19.514662,39.19923,25.000486,66.237907,36.786674,62.925213,4.148957,16.075785,23.312437,45.549999,28.426926,123.260002,41.772144,11.692826,40.079941,31.307812,22.050489,60.729179,30.546083,62.889999,71.907669,58.333534,12.69,25.194237,52.609779,35.58643,32.133858,51.513054,30.76,9.290676,16.767111,50.738186,49.515903,24.632805,28.755596,22.659311,392.362213,27.688446,40.882874,67.834274,10.384532,17.400703,17.419767,24.288498,9.922792,39.87756,12.924029,22.415689,44.789135,3.65712,42.617878,28.440441,13.311204,48.388424,58.595631,24.343979,23.461342,28.91287,23.016134,13.81161,35.017155,34.537376,52.290619,31.419434,58.021423,29.354225,20.961382,17.971167,41.893234,52.352432,98.898468,22.4076,12.0975,5.355206,13.092292,57.048233,18.181112,30.658859,15.205063,24.492901,147.575073,69.816216,27.217022,66.291916,19.57044,32.937057,49.272625,24.059025,38.444191,15.897688,40.348206,16.335297,74.26207,20.399153,7.971397,37.084389,25.303394,40.898922,32.169758,27.535683,23.49511,41.036972,20.707754,10.742686,10.630611,75.849998,25.962536,34.758423,47.891335,56.567245,64.547981,23.583179,15.840925,70.425285,24.03603,18.823593,17.561008,32.641655,40.299236,28.923758,11.02,21.316849,31.433439,23.035828,17.207243,32.403255,9.141448,8.336752,36.89164,50.68605,7.462635,46.11755,35.265781,7.389366,35.034691,16.936178,35.963181,54.351456,45.060093,25.000879,13.313282,50.743958,27.282665,37.703365,43.433929,13.314697,33.32489,56.957645,25.318287,47.111473,15.329085,43.908672,22.409336,24.606791,67.844299,20.356485,19.305983,49.723377,36.592209,18.581902,14.315695,41.09639,56.502449,21.898426,44.692856,53.312069,50.510155,5.15462,37.038563,25.187717,20.784788,41.4076,50.444965,27.087919,20.329538,13.527925,15.12254,76.641846,31.601507,32.746197,28.427633,24.886368,13.872285,12.317606,19.073904,18.049143,71.813126,60.784088,25.608976,17.789398,18.734282,24.572544,24.973499,16.43656,18.544645,25.149717,33.221191,29.506662,32.485493,24.532055,60.409275,11.334135,34.95216,33.401764,11.714347,44.131989,35.252365,13.686393,52.438465,39.747341,38.516102,46.377777,53.910709,4.391103,44.854923,34.959755,26.895622,23.649782,27.134735,33.488327,50.816978,37.342598,36.395607,11.435787,49.790234,35.366341,32.392033,24.886238,17.74684,22.669434,40.67947,30.154879,43.850109,24.582487,62.919998,43.266834,67.216331
"2007-08-27",18.271559,60.328854,17.834135,40.810001,14.019475,18.919737,23.000786,57.969627,39.736736,255.671677,9.690613,78.650002,27.283463,25.633495,47.641369,902.821289,44.57629,19.841675,38.926296,25.166193,66.161644,36.735924,62.10899,4.055429,15.867709,23.065781,45.470001,28.384266,121.099998,41.39439,11.604245,39.307236,31.159155,22.050489,61.191544,30.324146,62.93,71.958794,57.387684,12.65,24.799751,52.27663,35.591526,32.028736,51.297073,30.09,8.958089,16.77552,50.61021,48.460297,24.415127,28.626865,22.932135,386.618225,27.611744,40.442993,67.621208,9.988749,17.403925,17.263243,23.845652,10.062988,39.191063,12.949269,22.268461,44.317131,3.644385,42.083729,28.347702,12.646061,48.392143,58.074253,24.126667,22.739229,27.790037,22.479073,13.592766,34.788673,33.16346,52.300575,31.195852,56.039707,28.900221,20.480337,17.853323,40.174896,52.004192,98.417679,22.189152,11.9325,5.287419,12.950826,57.242733,18.190617,30.582933,14.976721,24.264748,146.113617,70.116554,26.966877,66.284706,19.193701,32.845409,49.039165,24.454456,39.202049,15.79523,41.162529,16.111259,74.393219,20.369501,7.84865,36.669865,24.804583,40.713844,31.441656,27.763811,23.215002,40.231762,20.183126,10.440573,10.41301,75.709999,24.799,34.623348,47.585548,56.366325,66.090393,23.13027,15.735579,69.44101,23.642353,19.015306,17.214357,32.218334,40.11245,28.52537,11.23,21.080076,31.653015,23.290047,17.279152,31.844309,8.836736,8.299779,36.497894,50.724777,7.387654,45.770725,34.216335,7.556295,34.80619,16.868231,35.549252,55.085381,44.98082,24.776779,13.324042,49.63142,27.006142,37.041664,42.972786,13.221627,33.032791,56.47403,24.125305,46.011353,14.603294,43.328835,21.943052,24.205757,67.059509,19.945547,19.064173,48.575882,36.00732,18.175489,14.048198,40.800423,56.418354,21.749187,44.097809,53.098202,50.471813,5.152942,36.086342,24.805714,20.492863,41.057049,50.045494,27.036972,20.305685,13.32492,15.003386,76.081238,31.659306,32.230675,28.402458,24.586933,13.49806,11.900754,18.823414,17.84193,70.727539,60.726383,24.990643,17.543974,18.638863,24.206833,24.361107,16.306234,18.14123,24.735199,31.967459,28.950994,31.959799,24.276836,59.511864,11.162692,35.25304,33.084743,11.529302,43.555748,34.892647,13.408437,52.226028,39.36034,38.267342,45.795712,53.685276,4.247313,44.920326,34.553951,26.792553,22.505589,27.383165,33.213493,50.904118,38.191452,35.075581,11.344599,49.465008,34.747398,30.801233,24.467325,17.194792,22.532257,40.345142,29.642653,43.03067,24.360134,61.610001,43.195847,67.312286
"2007-08-28",17.674664,59.594322,17.415798,40.869999,13.539199,18.434975,22.693146,56.492439,38.628235,252.254486,9.550947,76.220001,26.95698,25.508366,45.567596,878.314941,42.765602,19.273479,38.216705,24.655264,66.085411,36.177788,60.674358,3.888919,15.520921,22.614752,44.029999,28.05521,115.599998,40.817471,11.249917,38.372269,29.509031,21.640057,60.580273,29.907986,62.080002,69.848343,55.888588,12.57,24.332951,50.571068,35.321125,31.166691,50.055122,28.719999,8.827229,16.027517,49.039536,49.046741,23.813625,28.457903,22.423355,373.269928,27.358631,39.736492,67.088577,9.894518,17.162249,16.565977,23.525208,9.704711,38.022003,12.641318,21.56912,42.843033,3.4763,39.991077,28.262699,12.263599,46.961967,57.000401,23.46979,22.284929,27.618496,22.0028,13.337444,34.221699,32.848328,51.245808,30.840757,54.781147,28.407316,19.728064,17.373531,39.619297,50.708984,95.960365,21.608164,11.6075,5.090837,12.781073,54.995377,17.816277,30.120985,14.544507,23.386963,140.365891,67.105522,26.587633,63.509285,18.890961,32.069923,47.971806,24.471914,38.299503,15.494465,39.696743,15.788372,73.448875,20.043354,7.725904,35.78162,24.15159,40.482525,30.524506,27.273754,22.49081,39.963352,19.500122,10.052142,10.134659,73.830002,23.644146,34.445282,45.276981,55.101162,63.108849,22.630489,15.350417,67.407242,22.644773,18.47567,16.357561,31.677771,39.574532,28.007444,11,20.665728,31.751804,22.7078,16.808447,32.332401,8.723989,8.245868,35.946621,49.05891,7.206119,44.814068,32.776512,7.095323,33.768677,16.443556,34.441166,52.893967,44.591141,24.256863,13.167986,48.287926,26.279839,35.508652,42.623619,13.093657,32.405071,54.143986,23.614023,43.992371,13.982429,43.003159,21.175047,23.698793,65.74192,19.618324,18.522858,46.481827,34.735191,18.067453,13.840588,38.952423,55.291496,21.243093,43.304405,50.903992,49.340832,4.935023,35.254005,23.992418,20.053572,40.589634,49.338211,26.383123,19.795544,12.846867,14.854445,73.093849,31.355858,31.657064,27.86529,23.954071,13.089031,11.783337,18.278234,17.596546,69.991577,59.342346,24.667793,17.06057,18.051655,23.307056,24.296494,15.69465,17.611742,24.028481,31.254053,27.545408,30.587734,23.68548,58.742672,10.794418,34.504051,32.054375,11.119944,42.092312,33.941391,13.08972,51.659504,37.663517,37.172813,43.668682,52.075054,4.125646,43.278133,34.161942,26.301439,22.194407,26.879219,32.438568,48.914413,36.657547,34.854465,11.141499,47.358795,32.883888,29.843866,23.728909,16.935001,21.81205,39.413849,28.561287,41.408268,23.73233,60.950001,41.905258,64.056679
"2007-08-29",18.317139,60.369682,17.65583,42.25,13.790776,18.965723,23.314968,57.766998,39.054829,255.482391,9.651896,79.050003,27.609957,25.400309,46.195278,890.433472,44.416317,19.322538,39.136837,25.411646,67.059761,36.989628,62.21616,4.111545,15.960199,23.192627,45.139999,28.23193,121.349998,41.263905,11.444796,39.059967,29.717157,22.096565,60.776203,30.497541,62.860001,70.761177,57.357903,12.85,24.352674,51.594398,35.438477,31.594208,50.649105,28.91,8.990798,16.397316,50.43568,50.024158,24.38648,28.90847,22.858404,379.822906,27.38932,40.023102,67.802811,10.202345,17.242805,17.0996,23.935656,10.020153,38.375439,12.858396,22.00161,44.52047,3.535944,40.850826,28.873236,12.496401,48.830479,58.190983,24.104643,23.011822,28.600964,22.479073,13.556291,35.067936,34.02058,52.101563,31.728504,56.812511,28.848335,20.14258,17.52084,40.77631,52.071388,97.865654,21.938171,11.6575,5.233189,13.205456,56.363964,17.936832,30.943602,14.699455,23.986338,142.640396,69.377296,27.275385,64.167015,19.193701,32.612759,49.489426,25.519213,39.270939,16.003445,40.829727,16.532982,75.134277,20.399153,7.790887,37.010372,24.595993,40.885693,30.895565,27.552582,22.989552,40.470985,20.252417,10.267938,10.490582,75.080002,24.399574,34.580376,46.515354,55.875137,64.347923,23.544144,15.702657,69.486626,24.022602,18.69578,16.920044,32.035973,39.701542,28.411531,11.24,21.154064,32.412914,23.281851,16.953455,32.81263,9.006348,8.543168,36.920292,49.672314,7.363975,46.788342,33.774792,7.498101,34.732079,17.097555,35.769157,54.733917,45.040279,24.830561,13.275608,49.484463,27.057768,36.622375,42.900314,13.080886,33.281395,56.423782,24.804104,45.867558,14.489609,43.718067,21.55905,24.334385,68.917107,19.945547,18.833368,48.142265,35.473598,18.334972,14.108174,40.107418,56.132442,21.963306,45.287922,52.800686,51.391922,5.067451,36.707054,24.442186,20.637413,40.639709,49.822823,27.053955,20.134056,13.166114,15.072893,75.261147,31.926624,32.557415,28.444418,24.484867,13.646008,12.188443,18.771849,17.634724,71.500351,59.47414,25.204044,17.618351,18.65354,23.771461,24.506084,16.285393,17.795858,24.64687,32.114338,28.579845,31.728634,24.09631,59.154732,10.953156,35.077084,32.948856,11.42275,43.034401,34.341072,13.267609,51.615189,38.050514,38.176117,43.984879,53.041176,4.178737,44.193684,34.574593,26.956257,22.989126,27.72698,33.497345,50.570087,37.074535,35.680317,11.390191,47.234886,34.088108,30.1462,24.346621,17.292906,22.161858,40.691418,29.557281,42.68066,24.56941,61.720001,43.64109,65.716118
"2007-08-30",18.116648,60.777779,17.624968,42.220001,13.653549,18.767578,23.452421,57.799698,38.557129,254.745148,9.575839,78.68,27.517443,25.286552,45.861572,883.297058,43.689137,19.281652,39.051075,25.342253,67.500336,36.727474,62.883999,4.178089,16.145145,23.671841,45.400002,27.915056,120.230003,41.243286,11.438139,38.797264,29.575937,22.53212,60.10223,30.303329,64.589996,70.724663,57.81601,12.69,24.7866,50.96772,34.877247,31.538145,50.392624,28.120001,8.832683,16.321665,50.720749,49.887325,24.025587,29.20616,23.175468,373.997986,27.657764,39.643188,66.852509,10.108112,17.207359,17.05928,23.737629,9.946161,37.580215,12.873546,22.11203,44.309879,3.408137,40.821548,28.780516,12.105631,48.997635,57.941948,24.104643,22.772717,28.179911,22.408133,13.617083,35.067936,33.226486,52.907558,31.537792,56.51997,28.856993,20.301226,17.487169,40.157711,52.175224,97.019844,21.826616,11.655,5.199295,13.113506,56.248699,17.733793,31.234699,14.73615,23.692448,140.718979,69.254066,27.607124,63.796326,18.796778,32.528164,48.880711,25.861322,38.781784,16.010056,40.865139,16.658188,75.658905,20.612631,7.942516,36.877125,24.641335,40.713844,30.783548,27.696213,22.695782,39.869995,20.529573,10.075686,10.358254,77.699997,23.89595,34.795265,45.773861,55.651859,63.888115,23.637842,15.641674,68.338364,23.816826,18.78808,16.756529,31.801527,39.283161,28.263556,11.21,21.050474,32.350487,23.101435,16.84799,32.686668,8.972589,8.589381,36.147083,50.079094,7.363975,47.009415,33.198845,7.455219,34.818558,17.16551,35.803642,54.315273,44.822304,24.848486,13.211037,48.707787,27.098322,35.914841,42.827843,12.978743,33.561069,55.57592,24.451698,46.005085,14.209787,43.424164,21.463051,24.220888,68.398674,19.96077,18.794893,48.983051,35.225029,18.139479,13.932858,40.316757,56.03154,21.625904,45.202923,52.754208,52.072418,5.007105,35.472672,24.232708,20.248817,40.940189,49.42989,27.325682,19.991026,13.015493,14.933881,74.215141,31.298061,32.397686,28.091908,24.321539,13.49806,12.029919,18.543455,17.645626,71.813126,57.513367,25.132914,17.253933,18.758745,23.539261,24.132204,16.122074,17.579998,24.069263,32.004177,28.166943,31.687611,23.903351,58.08337,10.775368,35.115715,32.943195,11.293778,42.157906,34.980579,13.100839,51.181,37.746861,37.388412,43.230362,53.942898,4.158826,44.295403,34.512695,26.841051,23.008274,27.840977,33.267548,50.127121,37.431938,35.478722,11.336306,46.057884,33.65081,30.973988,24.197521,17.130219,22.079559,40.625751,29.168369,43.104786,24.444353,61.130001,43.544304,65.516441
"2007-08-31",18.166765,61.886433,17.799845,42.75,13.806021,18.863117,23.825514,58.832397,38.926853,256.662964,9.597962,79.910004,27.631712,25.297935,46.576675,888.683228,44.365395,19.559624,39.074448,25.592072,68.279785,36.634438,63.799183,4.246471,16.461111,23.74935,46.32,27.872396,121.290001,41.340088,11.622306,39.160435,30.051643,22.934189,60.298126,30.483671,63.82,70.615112,59.529243,12.83,24.819483,51.292961,34.887447,31.951645,51.141819,29.52,8.843589,16.641041,51.052322,50.512863,24.140158,29.487761,23.536777,379.256409,27.880192,39.856472,67.161232,10.252605,17.329815,17.433998,23.878054,10.160346,37.913246,12.979557,22.250059,44.839966,3.493342,43.323971,29.228735,12.562919,50.542992,58.603405,24.501438,22.863573,28.600964,22.549994,13.819716,35.254108,33.220181,52.678696,32.372936,57.198948,29.125061,20.59292,17.503996,40.478462,52.376873,97.652008,22.03113,11.63,5.294198,13.269113,56.587238,17.727444,31.437214,14.82993,23.804585,144.520706,70.547829,27.987408,64.624947,18.978424,32.781979,51.17384,26.748058,38.685326,16.310831,41.190857,16.967896,76.524559,20.820181,7.906415,37.180618,24.768307,40.839428,31.168608,27.814501,22.750429,40.080067,21.192781,10.428807,10.568154,77.660004,24.547188,35.212791,46.538303,56.306767,64.205452,24.254763,15.816385,69.473518,24.107603,18.922998,17.018145,32.07505,39.477406,28.553822,11.45,21.257641,32.857342,22.847214,16.999603,33.269241,9.029368,8.678724,36.662567,50.905582,7.423171,48.7855,33.851563,7.835023,35.009998,17.224968,36.885853,55.545383,44.934593,24.570602,13.367096,49.239578,27.043018,36.353775,43.025475,12.985129,34.170139,56.386101,24.549917,47.367748,14.550824,43.487701,21.463051,24.167925,69.606895,20.128183,18.962507,50.194016,35.809925,18.257803,13.942085,40.959225,56.174492,21.658344,46.704716,54.241814,51.976582,5.111036,35.649014,24.479153,20.945297,41.741463,49.678764,27.342665,19.967182,13.0728,14.993458,75.319725,31.52203,32.724419,28.201021,24.865955,13.489364,12.100373,18.838148,17.84193,72.061531,58.164223,25.13838,17.380365,19.000973,24.148794,24.126554,16.370527,17.5546,24.252731,32.229748,28.940025,32.593613,24.195915,58.687721,10.927756,35.366814,32.535587,11.439578,43.055481,35.508167,13.282429,50.693645,38.133865,38.018589,44.818436,54.587013,4.167676,44.658726,35.028526,26.938061,23.104021,28.41802,33.623474,51.165543,37.573421,35.784355,11.419204,47.513664,34.525402,32.053726,24.311119,17.528782,22.189299,40.900368,29.889278,43.891289,24.793184,61.57,43.989555,66.384018
"2007-09-04",18.35359,61.995197,17.686687,43.450001,14.110959,18.909117,23.86479,59.289917,39.325001,261.594482,9.63392,82.699997,28.19652,25.969055,48.284962,896.22345,44.925335,19.465601,40.033581,26.258244,69.203293,36.86277,65.489349,4.420647,16.784781,23.819841,46.580002,28.04302,118.970001,41.512959,11.657806,39.469505,30.698318,22.716402,60.360836,30.47673,63.549999,70.045517,60.136009,13.2,25.10219,51.34848,34.805828,32.435223,51.870785,29.99,8.903563,16.708281,51.616611,51.157959,24.438042,29.391205,23.831726,381.926117,28.263691,40.209709,68.371719,10.35312,17.519932,17.422142,23.723232,10.101932,38.361858,13.045195,22.434088,44.738297,3.580249,44.403214,29.584238,12.812346,51.501396,60.113029,24.58079,23.212673,29.177977,22.647957,14.018299,35.034073,34.430248,53.604107,32.596527,58.104218,29.890385,20.935795,17.630259,42.10516,53.293304,98.693687,22.389006,11.9625,5.416214,13.382288,57.127487,17.990759,31.108143,15.139823,23.831661,148.453674,70.88665,28.311058,65.082855,18.803497,32.767868,51.7742,25.38656,38.830006,16.571938,41.325413,17.251236,77.508224,21.027733,8.007502,37.217628,25.185492,40.965012,31.714701,28.650965,22.798252,40.348469,21.62336,10.366025,10.714174,78.050003,24.807682,35.691704,47.103973,56.269558,63.998199,24.098579,15.869124,69.860619,24.912819,19.050808,17.1882,32.342064,39.933144,28.479837,11.6,21.316849,33.220943,23.142433,17.19075,33.67168,9.265691,8.691048,36.898804,50.634361,7.537614,50.466324,33.467628,8.077001,35.831356,17.598684,37.347179,56.579048,45.317684,24.633354,13.496243,49.253563,27.146242,37.054775,43.117695,13.291563,34.959446,56.543121,25.159397,48.561615,14.821902,43.551247,21.449331,23.691229,72.232475,20.01404,18.910301,51.468445,35.7295,18.458439,14.117399,41.060291,56.519268,21.891933,45.507526,54.697384,52.273682,5.079186,35.952305,24.509974,21.129274,41.891701,49.868675,28.514496,20.343836,13.424787,15.311199,75.035202,31.28363,32.985809,28.645855,24.899975,13.867932,12.200186,19.44227,17.825569,71.914337,58.304276,25.401035,17.960447,19.23341,24.613188,24.372967,16.443502,17.821255,24.252731,32.623173,29.183815,33.947018,24.301733,59.667526,10.972207,35.643673,33.033775,11.596585,43.74239,35.512184,13.263904,50.755669,38.919754,38.333672,45.939438,55.392136,4.218554,44.934853,35.4687,27.356415,23.573187,28.503523,33.533371,51.659328,37.908512,35.992443,11.489672,48.520306,35.077061,31.988939,25.01405,17.902948,22.120705,42.148094,29.955675,44.484268,24.905075,62.509998,44.15733,66.624992
"2007-09-05",18.102982,61.158665,17.734703,43.75,14.057591,19.001112,23.668423,59.361843,38.955284,262.91452,9.490108,83.75,27.932024,25.667624,47.132858,884.608704,43.863659,19.228519,40.797756,25.862696,68.627159,36.86277,65.332726,4.193729,16.414869,23.284248,46.84,28.103956,114.57,41.250214,11.744343,39.086086,30.178011,22.53212,60.050297,30.005077,62.869999,69.987099,58.577438,13.1,24.983849,50.08717,34.438477,32.274029,50.986576,27.190001,8.838136,16.363695,51.401337,51.021122,24.254721,29.069382,23.757994,372.137299,28.010586,39.596546,68.335419,10.246322,17.300814,16.947811,23.536015,10.03573,37.301521,12.833159,22.148836,42.843033,3.536796,43.177631,29.3524,12.313489,51.100189,60.961212,23.990568,23.131369,28.67894,22.428396,14.277673,35.220264,33.629841,52.599091,32.116489,57.314857,30.002794,20.623621,17.453501,41.835957,53.287182,97.865654,22.309996,11.7625,5.267082,13.445943,56.090233,17.84483,30.614058,14.870708,23.406301,145.998657,69.369583,28.594238,64.10157,18.581491,32.288486,51.432308,25.491283,38.058365,16.558708,40.893452,17.12603,77.304947,21.045523,7.97862,37.084389,24.677616,40.746902,30.923576,29.233961,22.429329,40.14854,20.727543,10.071755,10.463204,78.82,24.113031,35.175938,46.278378,55.77644,64.030586,23.567566,15.763643,69.112625,25.078344,18.9088,16.756529,32.068542,40.082558,28.330725,11.36,21.072676,32.857342,23.142433,16.973227,33.371834,9.067734,8.544711,36.096958,49.949936,7.419223,50.085186,33.883556,8.015738,36.047512,17.607174,36.739254,56.341309,45.121761,24.651287,13.297137,48.189995,26.902918,36.569962,43.12429,12.889368,33.859383,55.487995,24.590351,47.136467,14.305977,44.297886,21.051622,23.025354,71.489525,19.601534,18.948769,49.76041,35.290829,18.149771,13.923632,40.189304,56.03154,21.314461,43.835705,53.042419,52.561226,4.943405,35.684258,24.17725,20.487225,41.140507,49.351318,28.013496,20.000555,13.295459,15.211905,73.135704,30.66951,32.775234,28.570322,24.423626,13.985419,12.053405,19.331758,17.84193,70.810371,58.254841,25.291603,17.94558,18.922674,24.212635,24.061394,16.092531,17.624441,23.600376,32.397617,28.652306,33.350487,24.121218,58.403843,10.807117,35.167221,32.541237,11.204054,43.229481,34.943645,13.078603,50.232883,38.389877,37.272316,44.954967,55.359932,4.169888,44.266331,35.111065,27.156336,23.352966,27.734112,33.091858,51.477776,37.342598,35.433208,11.37361,47.986012,33.751743,32.975113,25.134756,15.592887,21.702303,42.374954,29.225283,43.298317,24.477268,62.549999,43.38298,65.475136
"2007-09-06",18.107538,61.641544,18.139315,43.720001,14.408271,19.050652,23.943335,60.028545,38.820198,260.782532,9.440326,86.209999,28.113878,25.826874,47.196407,874.344482,44.285416,19.240788,40.55603,26.168036,67.576561,36.82048,66.289116,4.140065,16.43799,23.361763,46.720001,28.128332,114.690002,41.381569,11.724372,38.960888,29.888111,22.627916,60.584919,29.970404,66.529999,70.249985,58.970039,13.23,24.11599,50.864586,34.336449,32.351124,51.128342,27.65,8.919922,16.422527,51.732944,51.245934,24.489595,29.334896,23.477787,369.386658,28.133299,39.583218,67.534088,10.15209,17.613384,17.0996,23.762836,9.996786,37.226757,12.913937,22.084421,42.327492,3.55554,43.316654,29.306025,12.122261,50.814159,61.404755,24.397274,23.183981,29.240347,22.232487,14.484359,35.245644,34.115112,53.026966,31.991537,58.672794,30.569204,20.782269,17.344063,42.752419,53.452148,98.177551,21.854506,11.82,5.273862,12.90839,56.796108,18.298487,31.009321,15.327387,23.344423,147.12352,69.962555,28.788439,64.217888,18.251844,32.330784,52.507996,24.590612,39.036701,16.588457,40.758926,17.23147,77.134438,21.110748,7.899195,37.158417,24.695751,40.753506,30.951569,29.529678,22.408834,40.389633,20.905722,10.162004,10.24874,78.830002,23.89595,35.274193,46.492424,56.306931,63.719742,23.590992,15.753753,68.961693,25.310957,18.951395,16.776154,32.4072,40.388885,28.944368,11.5,21.390835,32.570839,23.183441,16.999603,34.800129,9.145992,8.711761,36.089806,49.995159,7.462635,51.121887,35.470558,8.050964,36.655331,17.445799,36.61853,56.873653,45.533527,25.036739,13.248705,48.644798,27.212605,36.65514,43.552517,12.729767,34.014771,54.929058,25.156071,47.999065,14.061133,44.154907,21.133902,23.40369,70.407547,19.754318,18.888319,50.37381,35.210415,18.350401,13.978996,40.486889,57.334976,21.470184,44.90538,53.804821,52.45578,5.092596,35.939674,24.491478,20.515388,41.399242,49.450111,28.055954,20.148355,13.427316,15.162258,73.05204,30.893475,32.731674,28.880867,24.260294,14.146418,12.22954,19.383333,17.743778,72.907883,58.337223,25.280655,18.726469,19.071928,24.148794,24.279501,16.440027,17.440323,23.953741,32.859238,28.799469,34.189377,24.525827,58.706036,10.819816,35.463394,32.750717,11.164802,42.679966,34.92765,13.097129,48.859436,38.318443,38.16785,44.911842,56.100636,4.185374,44.120426,35.716293,27.295776,23.62034,27.655741,33.794689,51.869919,37.059639,35.673813,11.43164,48.48159,33.65081,33.07589,25.596254,15.145534,21.825766,42.022717,29.746994,43.780106,24.885332,63.110001,44.408978,66.149902
"2007-09-07",17.647331,60.478493,17.7827,42.959999,13.943241,18.785276,23.746964,58.061127,38.322506,258.705322,9.318641,84.519997,27.89345,25.337753,45.885418,858.273071,42.823776,19.253052,39.690479,25.376949,66.983482,36.008656,64.961708,4.04071,16.021847,23.051687,45.150002,27.256935,111.489998,40.372105,11.542422,38.358345,29.523895,22.13637,60.356899,29.720705,65.779999,69.256836,57.560219,13.21,23.36647,49.73814,34.188477,31.341911,49.56918,25.5,8.723637,15.951873,50.988338,50.727898,24.260445,28.683184,23.241831,367.930634,27.128542,39.576538,66.033096,9.957339,17.590828,16.85532,23.557615,9.735864,36.859722,12.88364,22.029213,41.390728,3.415806,41.834969,28.74185,11.656656,50.468689,60.385395,23.76737,22.825323,29.287142,21.604227,14.285779,34.560188,33.346222,51.106491,31.156412,57.651554,30.223307,20.3524,17.200972,41.961971,52.389084,96.430931,20.878437,11.605,5.097612,12.689127,56.284718,18.396828,30.805321,15.355931,23.158817,146.95929,67.844772,28.513334,63.730885,17.639631,31.858429,51.40731,23.885426,37.693214,16.145573,40.220753,16.783384,75.776932,20.790527,7.747565,36.077705,24.187874,40.766724,30.468502,29.217052,22.07407,39.842789,20.103935,9.985441,9.801552,77.739998,23.027641,34.488266,45.705074,54.528652,62.586391,22.981892,15.654859,67.714996,24.384954,18.646076,16.377186,32.068542,40.224525,28.428219,11.4,21.043077,32.776535,22.240356,16.722754,34.886917,8.991003,8.540026,35.552876,50.188881,7.419223,49.505871,34.472286,7.75692,36.611916,17.123037,35.156891,54.423805,45.148323,24.310656,13.0496,47.826126,26.213482,36.117924,43.130882,12.544627,33.492714,54.282154,24.231148,46.398888,13.553955,43.424164,20.859619,22.699997,70.306564,19.433477,18.281054,48.713367,34.574356,18.180635,13.674501,39.035213,56.578136,21.411791,43.212303,51.805847,51.899895,4.943405,35.365021,23.992418,20.295738,41.057049,48.817902,27.588921,19.70973,13.239402,14.973598,70.834518,30.626144,32.056427,28.192625,23.954071,13.885335,12.194315,19.022333,17.291176,73.137894,57.925289,24.919497,18.376923,18.707367,23.725012,23.928282,15.87708,17.173676,23.641144,32.313671,27.703529,33.622646,24.121218,58.220715,10.75632,35.154346,32.184586,10.805912,42.14875,33.958771,12.967422,48.62904,37.818317,36.716736,44.911842,55.166714,4.14113,43.30323,35.0079,26.368135,23.12895,26.993208,33.245033,49.981888,36.687332,35.446213,11.257559,47.188431,33.173176,32.154491,25.063745,15.080444,21.57884,41.40781,29.358082,43.02655,24.404863,62.860001,43.428131,63.877674
